"","Country","Year","Female_labor_force_participation_rate","Fertility_rate"
"9032","Canada",2013,62.17,1.596
"9033","Canada",2014,61.55,1.58
"9034","Canada",2015,61.22,1.564
"9035","Canada",2016,61.28,1.548
"9036","Canada",2017,61.48,1.534
"9037","Canada",2018,61.3,1.52
"9038","Canada",2019,61.45,1.509
"9039","Canada",2020,59.52,1.499
"9252","Cape Verde",1960,56.73,6.885
"9253","Cape Verde",1980,20.67,6.375
"9254","Cape Verde",1990,41.08,5.392
"9255","Cape Verde",2015,59.36,2.385
"9256","Cape Verde",2017,52.15,2.309
"9257","Cape Verde",2018,48.72,2.274
"9258","Cape Verde",2019,50.53,2.242
"9556","Caribbean Small States",1960,36.5410432992816,NA
"9557","Caribbean Small States",1970,33.7392376486609,NA
"9558","Caribbean Small States",1980,36.2970415760213,NA
"9559","Caribbean Small States",1990,54.2757849492727,NA
"9560","Caribbean Small States",1991,44.5050897625451,NA
"9561","Caribbean Small States",1994,54.7130663594172,NA
"9562","Caribbean Small States",1995,55.3845931720215,NA
"9563","Caribbean Small States",1996,55.8026903978565,NA
"9564","Caribbean Small States",1997,55.5836302659697,NA
"9565","Caribbean Small States",1998,54.8442992706427,NA
"9566","Caribbean Small States",1999,52.7271983455197,NA
"9567","Caribbean Small States",2001,53.7119341586686,NA
"9568","Caribbean Small States",2002,52.0394335662694,NA
"9569","Caribbean Small States",2009,55.29572775826,NA
"9570","Caribbean Small States",2010,53.0696885026866,NA
"9571","Caribbean Small States",2011,54.4081010769815,NA
"9572","Caribbean Small States",2012,54.9446739137207,NA
"9573","Caribbean Small States",2013,55.1926183248157,NA
"9574","Caribbean Small States",2014,54.2101128195672,NA
"9575","Caribbean Small States",2015,53.6279467439817,NA
"9576","Caribbean Small States",2016,54.6092475387837,NA
"9577","Cayman Islands",1960,30.48,NA
"9578","Cayman Islands",1970,22.9,NA
"9579","Cayman Islands",1979,39.79,NA
"9580","Cayman Islands",1989,74.2,NA
"9581","Cayman Islands",1991,75.91,NA
"9582","Cayman Islands",1999,82.42,NA
"9583","Cayman Islands",2006,79.38,NA
"9584","Cayman Islands",2007,79.14,NA
"9585","Cayman Islands",2008,80.78,NA
"9586","Cayman Islands",2009,80.57,NA
"9587","Cayman Islands",2011,77.56,NA
"9588","Cayman Islands",2012,80.96,NA
"9589","Cayman Islands",2013,80.59,NA
"9590","Cayman Islands",2014,80.32,NA
"9591","Cayman Islands",2015,80.98,NA
"9649","Central African Republic",1975,53.18,5.925
"9650","Central African Republic",1988,69.05,5.876
"9979","Central Europe and the Baltics",1992,57.0513228441811,NA
"9980","Central Europe and the Baltics",1995,56.9803536387052,NA
"9981","Central Europe and the Baltics",1996,55.4012031948714,NA
"9982","Central Europe and the Baltics",1997,51.294701381979,NA
"9983","Central Europe and the Baltics",1998,50.6158359326365,NA
"9984","Central Europe and the Baltics",1999,51.3702290347466,NA
"9985","Central Europe and the Baltics",2000,50.7008030715043,NA
"9986","Central Europe and the Baltics",2001,50.5310378957174,NA
"9987","Central Europe and the Baltics",2002,48.8944550845994,NA
"9988","Central Europe and the Baltics",2003,48.1236376392004,NA
"9989","Central Europe and the Baltics",2004,47.8025021802041,NA
"9990","Central Europe and the Baltics",2005,47.4391213667561,NA
"9991","Central Europe and the Baltics",2006,47.4273050428734,NA
"9992","Central Europe and the Baltics",2007,47.296294062183,NA
"9993","Central Europe and the Baltics",2008,47.397353531079,NA
"9994","Central Europe and the Baltics",2009,47.6164569506995,NA
"9995","Central Europe and the Baltics",2010,47.7356302737344,NA
"9996","Central Europe and the Baltics",2011,47.6461197644276,NA
"9997","Central Europe and the Baltics",2012,48.0774881919164,NA
"9998","Central Europe and the Baltics",2013,48.1809228822544,NA
"9999","Central Europe and the Baltics",2014,48.5627616362555,NA
"10000","Central Europe and the Baltics",2015,48.5872775551955,NA
"10001","Central Europe and the Baltics",2016,48.5021011893035,NA
"10002","Central Europe and the Baltics",2017,49.0822473165115,NA
"10003","Central Europe and the Baltics",2018,49.1192998705051,NA
"10004","Central Europe and the Baltics",2019,49.0573549592834,NA
"10005","Central Europe and the Baltics",2020,48.7082885380842,NA
"10077","Chad",1972,14.68,6.636
"10078","Chad",1980,25.29,6.958
"10079","Chad",1988,25.29,7.238
"10080","Chad",1993,64.73,7.399
"10081","Chad",2018,49.25,5.747
"10408","Chile",1960,22.74,4.697
"10409","Chile",1970,21.66,3.778
"10410","Chile",1980,26.25,2.744
"10411","Chile",1981,26.79,2.689
"10412","Chile",1982,27.37,2.648
"10413","Chile",1983,28.35,2.619
"10414","Chile",1984,28.68,2.601
"10415","Chile",1985,29.8,2.592
"10416","Chile",1986,29.59,2.589
"10417","Chile",1988,31.19,2.591
"10418","Chile",1989,31.64,2.589
"10419","Chile",1990,31.76,2.579
"10420","Chile",1991,31.29,2.558
"10421","Chile",1992,33.41,2.526
"10422","Chile",1993,34.89,2.484
"10423","Chile",1994,35,2.432
"10424","Chile",1995,33.93,2.372
"10425","Chile",1996,36.83,2.306
"10426","Chile",1997,37.56,2.238
"10427","Chile",1998,37.92,2.172
"10428","Chile",1999,38.15,2.11
"10429","Chile",2000,37.75,2.055
"10430","Chile",2001,36.78,2.009
"10431","Chile",2002,36.5,1.972
"10432","Chile",2003,37.84,1.943
"10433","Chile",2004,39.26,1.923
"10434","Chile",2005,40.17,1.909
"10435","Chile",2006,41.33,1.901
"10436","Chile",2007,42.28,1.898
"10437","Chile",2008,44.23,1.895
"10438","Chile",2009,44.67,1.892
"10439","Chile",2010,45.48,1.884
"10440","Chile",2011,47.46,1.87
"10441","Chile",2012,47.72,1.849
"10442","Chile",2013,47.87,1.821
"10443","Chile",2014,48.54,1.787
"10444","Chile",2015,48.39,1.75
"10445","Chile",2016,48.16,1.713
"10446","Chile",2017,48.67,1.678
"10447","Chile",2018,49.25,1.649
"10448","Chile",2019,49.42,1.627
"10449","Chile",2020,44.57,1.611
"10667","China",1982,70.61,2.536
"10668","China",1990,73.02,2.309
"10669","China",2000,70.57,1.596
"10670","China",2010,63.73,1.627
"10928","Colombia",1964,20.31,6.475
"10929","Colombia",1973,23.88,4.68
"10930","Colombia",1980,22.4,3.856
"10931","Colombia",1985,31.59,3.343
"10932","Colombia",1986,32.6,3.269
"10933","Colombia",1987,34.3,3.208
"10934","Colombia",1989,46.36,3.117
"10935","Colombia",1993,31.43,2.968
"10936","Colombia",1996,37.3,2.802
"10937","Colombia",2000,57.1,2.572
"10938","Colombia",2001,53.55,2.516
"10939","Colombia",2002,52.52,2.458
"10940","Colombia",2003,53.88,2.395
"10941","Colombia",2004,52.07,2.33
"10942","Colombia",2005,51.29,2.263
"10943","Colombia",2006,51.3,2.198
"10944","Colombia",2007,49.17,2.137
"10945","Colombia",2008,49.9,2.081
"10946","Colombia",2009,53.48,2.033
"10947","Colombia",2010,55.36,1.992
"10948","Colombia",2011,56.19,1.958
"10949","Colombia",2012,57.69,1.93
"10950","Colombia",2013,57.54,1.905
"10951","Colombia",2014,57.64,1.883
"10952","Colombia",2015,58.17,1.863
"10953","Colombia",2016,57.86,1.843
"10954","Colombia",2017,57.73,1.825
"10955","Colombia",2018,57.01,1.807
"10956","Colombia",2019,56,1.789
"10957","Colombia",2020,50.28,1.771
"11187","Comoros",1980,27.08,7.078
"11188","Comoros",1991,26.64,6.291
"11189","Comoros",2004,32.53,5.103
"11190","Comoros",2014,33.04,4.491
"11427","Congo",1974,56.2,6.324
"11428","Congo",1984,49.32,5.644
"11429","Congo",2005,66.87,4.829
"11430","Congo",2009,47.19,4.784
"11431","Congo",2012,43,4.712
"11758","Costa Rica",1963,17.53,6.389
"11759","Costa Rica",1973,19.96,4.019
"11760","Costa Rica",1984,22.28,3.482
"11761","Costa Rica",1990,32.93,3.264
"11762","Costa Rica",1991,33.57,3.193
"11763","Costa Rica",1992,32.84,3.114
"11764","Costa Rica",1993,33.66,3.029
"11765","Costa Rica",1994,34.71,2.941
"11766","Costa Rica",1995,35.69,2.85
"11767","Costa Rica",1996,34.12,2.755
"11768","Costa Rica",1997,37.14,2.657
"11769","Costa Rica",1998,39.53,2.558
"11770","Costa Rica",1999,40.16,2.459
"11771","Costa Rica",2000,38.33,2.363
"11772","Costa Rica",2001,42.18,2.275
"11773","Costa Rica",2002,41.99,2.195
"11774","Costa Rica",2003,42.5,2.124
"11775","Costa Rica",2004,40.78,2.065
"11776","Costa Rica",2005,44.46,2.016
"11777","Costa Rica",2006,44.35,1.978
"11778","Costa Rica",2007,45.47,1.948
"11779","Costa Rica",2008,46.08,1.923
"11780","Costa Rica",2009,46.21,1.903
"11781","Costa Rica",2010,44.4,1.885
"11782","Costa Rica",2011,44.1,1.869
"11783","Costa Rica",2012,49.18,1.853
"11784","Costa Rica",2013,48.92,1.838
"11785","Costa Rica",2014,48.67,1.823
"11786","Costa Rica",2015,47.55,1.806
"11787","Costa Rica",2016,43.68,1.789
"11788","Costa Rica",2017,43.89,1.772
"11789","Costa Rica",2018,46.37,1.754
"11790","Costa Rica",2019,50.35,1.737
"11791","Costa Rica",2020,46.4,1.721
"12017","Cote d'Ivoire",1964,73.86,7.811
"12018","Cote d'Ivoire",1970,58.8,7.936
"12019","Cote d'Ivoire",1975,44.93,7.91
"12020","Cote d'Ivoire",1978,64.55,7.763
"12021","Cote d'Ivoire",1988,42.01,6.801
"12022","Cote d'Ivoire",1998,48.27,6.014
"12023","Cote d'Ivoire",2012,62.52,4.974
"12024","Cote d'Ivoire",2013,69.58,4.92
"12025","Cote d'Ivoire",2016,49.54,4.759
"12026","Cote d'Ivoire",2017,46.17,4.704
"12276","Croatia",1991,46.12,1.574
"12277","Croatia",1998,35.1,1.571
"12278","Croatia",2000,43.99,1.513
"12279","Croatia",2001,42.46,1.48
"12280","Croatia",2002,43.98,1.454
"12281","Croatia",2003,42.81,1.441
"12282","Croatia",2004,43.64,1.441
"12283","Croatia",2005,42.62,1.454
"12284","Croatia",2006,42.8,1.473
"12285","Croatia",2007,45.14,1.493
"12286","Croatia",2008,45.73,1.508
"12287","Croatia",2009,46.7,1.516
"12288","Croatia",2010,46.14,1.516
"12289","Croatia",2011,44.61,1.509
"12290","Croatia",2012,44.54,1.499
"12291","Croatia",2013,44.59,1.488
"12292","Croatia",2014,46.43,1.478
"12293","Croatia",2015,46.88,1.468
"12294","Croatia",2016,45.43,1.459
"12295","Croatia",2017,45.57,1.449
"12296","Croatia",2018,45.51,1.44
"12297","Croatia",2019,45.18,1.431
"12298","Croatia",2020,44.68,1.423
"12535","Cuba",1970,18.28,3.935
"12536","Cuba",1981,32.83,1.848
"12537","Cuba",1986,40.49,1.839
"12538","Cuba",1988,41.17,1.797
"12539","Cuba",2004,30.7,1.576
"12540","Cuba",2006,32.2,1.576
"12541","Cuba",2007,33.6,1.586
"12542","Cuba",2008,41.17,1.602
"12543","Cuba",2009,42.34,1.624
"12544","Cuba",2010,41.83,1.647
"12545","Cuba",2011,41.59,1.668
"12546","Cuba",2012,57.38,1.683
"12547","Cuba",2013,57.3,1.689
"12794","Curacao",2018,52.16,1.766
"12866","Cyprus",1960,40.82,3.5
"12867","Cyprus",1976,27.73,2.323
"12868","Cyprus",1978,21.64,2.312
"12869","Cyprus",1984,27.12,2.453
"12870","Cyprus",1985,32.25,2.458
"12871","Cyprus",1987,33.38,2.45
"12872","Cyprus",1988,46.76,2.442
"12873","Cyprus",1989,47.55,2.43
"12874","Cyprus",1990,48.24,2.411
"12875","Cyprus",1991,48.74,2.381
"12876","Cyprus",1992,43.26,2.337
"12877","Cyprus",1995,47.56,2.124
"12878","Cyprus",2000,49.13,1.716
"12879","Cyprus",2001,51.77,1.66
"12880","Cyprus",2002,52.44,1.614
"12881","Cyprus",2003,53.85,1.576
"12882","Cyprus",2004,53.5,1.545
"12883","Cyprus",2005,53.31,1.52
"12884","Cyprus",2006,54.36,1.498
"12885","Cyprus",2007,55.8,1.479
"12886","Cyprus",2008,55.85,1.461
"12887","Cyprus",2009,56.7,1.443
"12888","Cyprus",2010,57.84,1.424
"12889","Cyprus",2011,57.46,1.406
"12890","Cyprus",2012,56.94,1.39
"12891","Cyprus",2013,57.07,1.376
"12892","Cyprus",2014,58.58,1.364
"12893","Cyprus",2015,57.71,1.354
"12894","Cyprus",2016,56.39,1.345
"12895","Cyprus",2017,56.82,1.337
"12896","Cyprus",2018,57.37,1.329
"12897","Cyprus",2019,57.46,1.321
"12898","Cyprus",2020,56.59,1.313
"13125","Czechia",1991,60.83,1.741
"13126","Czechia",1993,52.34,1.576
"13127","Czechia",1994,52.58,1.481
"13128","Czechia",1995,52.33,1.385
"13129","Czechia",1996,51.82,1.297
"13130","Czechia",1997,51.6,1.222
"13131","Czechia",1998,51.7,1.167
"13132","Czechia",1999,51.95,1.133
"13133","Czechia",2000,51.55,1.123
"13134","Czechia",2001,51.14,1.136
"13135","Czechia",2002,50.78,1.166
"13136","Czechia",2003,50.88,1.207
"13137","Czechia",2004,50.5,1.254
"13138","Czechia",2005,50.66,1.303
"13139","Czechia",2006,50.55,1.349
"13140","Czechia",2007,49.78,1.388
"13141","Czechia",2008,49.32,1.419
"13142","Czechia",2009,49.53,1.443
"13143","Czechia",2010,49.32,1.46
"13144","Czechia",2011,49.47,1.473
"13145","Czechia",2012,50.04,1.489
"13146","Czechia",2013,50.91,1.508
"13147","Czechia",2014,50.86,1.533
"13148","Czechia",2015,51.25,1.562
"13149","Czechia",2016,51.86,1.591
"13150","Czechia",2017,52.29,1.619
"13151","Czechia",2018,52.78,1.642
"13152","Czechia",2019,52.59,1.659
"13153","Czechia",2020,51.81,1.671
"13385","Democratic Republic of Congo",2005,71.23,6.69
"13386","Democratic Republic of Congo",2012,62.53,6.432
"13644","Denmark",1960,36.45,2.588
"13645","Denmark",1965,41.14,2.453
"13646","Denmark",1970,43.93,2.117
"13647","Denmark",1974,51.01,1.876
"13648","Denmark",1976,52.19,1.758
"13649","Denmark",1977,53.67,1.697
"13650","Denmark",1978,54.94,1.636
"13651","Denmark",1979,55.69,1.577
"13652","Denmark",1981,57.01,1.48
"13653","Denmark",1983,58.26,1.435
"13654","Denmark",1984,59.3,1.435
"13655","Denmark",1985,59.66,1.45
"13656","Denmark",1986,60.78,1.479
"13657","Denmark",1987,60.36,1.518
"13658","Denmark",1988,60.78,1.562
"13659","Denmark",1989,60.55,1.608
"13660","Denmark",1990,61.46,1.652
"13661","Denmark",1991,61.7,1.691
"13662","Denmark",1992,62.39,1.722
"13663","Denmark",1993,61.85,1.745
"13664","Denmark",1994,58.29,1.76
"13665","Denmark",1995,57.47,1.767
"13666","Denmark",1996,58.72,1.767
"13667","Denmark",1997,59.01,1.763
"13668","Denmark",1998,59.51,1.758
"13669","Denmark",1999,60.03,1.754
"13670","Denmark",2000,60.22,1.753
"13671","Denmark",2001,59.66,1.757
"13672","Denmark",2002,60.24,1.767
"13673","Denmark",2003,59.72,1.782
"13674","Denmark",2004,60.38,1.799
"13675","Denmark",2005,60.39,1.816
"13676","Denmark",2006,60.93,1.829
"13677","Denmark",2007,60.66,1.833
"13678","Denmark",2008,59.91,1.829
"13679","Denmark",2009,59.65,1.816
"13680","Denmark",2010,58.85,1.796
"13681","Denmark",2011,58.59,1.775
"13682","Denmark",2012,58.15,1.756
"13683","Denmark",2013,57.6,1.742
"13684","Denmark",2014,57.02,1.736
"13685","Denmark",2015,56.73,1.737
"13686","Denmark",2016,57.56,1.742
"13687","Denmark",2017,57.61,1.75
"13688","Denmark",2018,57.56,1.758
"13689","Denmark",2019,57.99,1.764
"13690","Denmark",2020,57.75,1.768
"13903","Djibouti",1996,48.7,5.152
"13904","Djibouti",2017,18.21,2.785
"14162","Dominica",1960,31.75,NA
"14163","Dominica",1970,21.76,NA
"14164","Dominica",1981,38.06,NA
"14165","Dominica",1989,43.45,NA
"14166","Dominica",1991,25.74,NA
"14167","Dominica",1997,59.49,NA
"14168","Dominica",1999,54.51,NA
"14169","Dominica",2001,45.06,NA
"14416","Dominican Republic",1960,11.01,7.555
"14417","Dominican Republic",1970,26.76,6.182
"14418","Dominican Republic",1979,27.13,4.526
"14419","Dominican Republic",1981,30.55,4.247
"14420","Dominican Republic",1991,37.2,3.349
"14421","Dominican Republic",1992,42.2,3.287
"14422","Dominican Republic",1993,25.23,3.226
"14423","Dominican Republic",1994,37,3.163
"14424","Dominican Republic",1996,42.95,3.04
"14425","Dominican Republic",1997,41.58,2.983
"14426","Dominican Republic",1998,41.43,2.93
"14427","Dominican Republic",2000,39.98,2.839
"14428","Dominican Republic",2001,38.57,2.799
"14429","Dominican Republic",2002,40.16,2.762
"14430","Dominican Republic",2003,39.27,2.725
"14431","Dominican Republic",2004,39.23,2.689
"14432","Dominican Republic",2005,39.78,2.653
"14433","Dominican Republic",2006,40.7,2.619
"14434","Dominican Republic",2007,40.36,2.586
"14435","Dominican Republic",2008,41.96,2.556
"14436","Dominican Republic",2009,39.02,2.528
"14437","Dominican Republic",2010,41.73,2.503
"14438","Dominican Republic",2011,43.73,2.481
"14439","Dominican Republic",2012,45.28,2.46
"14440","Dominican Republic",2013,45.15,2.441
"14441","Dominican Republic",2014,45.45,2.423
"14442","Dominican Republic",2015,48.33,2.405
"14443","Dominican Republic",2016,49.03,2.387
"14444","Dominican Republic",2017,49.21,2.367
"14445","Dominican Republic",2018,50.49,2.346
"14446","Dominican Republic",2019,52.8,2.323
"14675","Early-demographic dividend",1961,36.627316571011,NA
"14676","Early-demographic dividend",1991,35.8892227197766,NA
"14677","Early-demographic dividend",1994,34.7290878100708,NA
"14678","Early-demographic dividend",2000,35.899149059646,NA
"14679","Early-demographic dividend",2001,39.7294591489417,NA
"14680","Early-demographic dividend",2005,36.9337065088439,NA
"14681","Early-demographic dividend",2010,33.0670713861821,NA
"14682","Early-demographic dividend",2012,33.0737324729113,NA
"14683","Early-demographic dividend",2018,30.2040460166506,NA
"14684","Early-demographic dividend",2019,31.8777375332983,NA
"14685","East Asia & Pacific",1982,64.2160268762895,NA
"14686","East Asia & Pacific",1990,65.4339979526138,NA
"14687","East Asia & Pacific",2000,64.6735776257162,NA
"14688","East Asia & Pacific",2010,60.5202770245922,NA
"14689","East Asia & Pacific (IDA & IBRD)",1982,67.6713991195456,NA
"14690","East Asia & Pacific (IDA & IBRD)",1990,68.1496619449116,NA
"14691","East Asia & Pacific (IDA & IBRD)",2000,66.9544236701069,NA
"14692","East Asia & Pacific (IDA & IBRD)",2010,61.9843841005748,NA
"14693","East Asia & Pacific (excluding high income)",1982,67.6713991195456,NA
"14694","East Asia & Pacific (excluding high income)",1990,68.1496619449116,NA
"14695","East Asia & Pacific (excluding high income)",2000,66.9544236701069,NA
"14696","East Asia & Pacific (excluding high income)",2010,61.9843841005748,NA
"14982","Ecuador",1962,17.63,6.676
"14983","Ecuador",1974,17.08,5.577
"14984","Ecuador",1980,30.26,4.73
"14985","Ecuador",1981,30.21,4.612
"14986","Ecuador",1982,19.55,4.501
"14987","Ecuador",1988,32.76,3.917
"14988","Ecuador",1989,32.72,3.829
"14989","Ecuador",1990,28.16,3.744
"14990","Ecuador",1996,48.41,3.345
"14991","Ecuador",1997,48.81,3.288
"14992","Ecuador",1998,52.16,3.228
"14993","Ecuador",2000,45.97,3.102
"14994","Ecuador",2001,54.72,3.037
"14995","Ecuador",2002,53.18,2.972
"14996","Ecuador",2003,49.2,2.911
"14997","Ecuador",2004,52.88,2.853
"14998","Ecuador",2005,51.97,2.8
"14999","Ecuador",2006,52.81,2.753
"15000","Ecuador",2007,52.11,2.711
"15001","Ecuador",2008,52.2,2.675
"15002","Ecuador",2009,49.88,2.643
"15003","Ecuador",2010,48.25,2.615
"15004","Ecuador",2011,47.33,2.59
"15005","Ecuador",2012,48.3,2.567
"15006","Ecuador",2013,48.31,2.544
"15007","Ecuador",2014,47.93,2.522
"15008","Ecuador",2015,52.14,2.499
"15009","Ecuador",2016,55.63,2.475
"15010","Ecuador",2017,56.38,2.451
"15011","Ecuador",2018,54.63,2.427
"15012","Ecuador",2019,54.53,2.403
"15013","Ecuador",2020,48.43,2.38
"15241","Egypt",1960,5.22,6.716
"15242","Egypt",1966,5.84,6.529
"15243","Egypt",1973,4.36,5.974
"15244","Egypt",1975,5.14,5.833
"15245","Egypt",1976,6.42,5.778
"15246","Egypt",1977,6.92,5.731
"15247","Egypt",1978,8.32,5.69
"15248","Egypt",1979,7.77,5.65
"15249","Egypt",1980,7.4,5.61
"15250","Egypt",1981,5.95,5.567
"15251","Egypt",1982,5.83,5.516
"15252","Egypt",1983,17.15,5.456
"15253","Egypt",1984,18.03,5.383
"15254","Egypt",1986,9.84,5.182
"15255","Egypt",1989,29.97,4.747
"15256","Egypt",1990,26.74,4.58
"15257","Egypt",1991,22.03,4.413
"15258","Egypt",1992,22.8,4.253
"15259","Egypt",1993,22.13,4.103
"15260","Egypt",1994,22.98,3.967
"15261","Egypt",1995,21.6,3.844
"15262","Egypt",1996,14.5,3.733
"15263","Egypt",1998,19.55,3.529
"15264","Egypt",1999,20.37,3.432
"15265","Egypt",2000,13.45,3.34
"15266","Egypt",2001,20.16,3.253
"15267","Egypt",2002,18.41,3.173
"15268","Egypt",2003,13.62,3.106
"15269","Egypt",2004,14.09,3.052
"15270","Egypt",2005,23.09,3.019
"15271","Egypt",2006,21.13,3.013
"15272","Egypt",2007,23.16,3.037
"15273","Egypt",2008,21.72,3.085
"15274","Egypt",2009,22.77,3.154
"15275","Egypt",2010,23.06,3.233
"15276","Egypt",2011,22.37,3.311
"15277","Egypt",2012,22.39,3.377
"15278","Egypt",2013,22.92,3.421
"15279","Egypt",2014,23.06,3.441
"15280","Egypt",2015,22.67,3.436
"15281","Egypt",2016,22.98,3.41
"15282","Egypt",2017,21.98,3.37
"15283","Egypt",2018,18.35,3.326
"15284","Egypt",2019,15.63,3.28
"15500","El Salvador",1961,18.85,6.679
"15501","El Salvador",1971,24.52,6.087
"15502","El Salvador",1975,17.63,5.717
"15503","El Salvador",1978,34.87,5.369
"15504","El Salvador",1979,37.72,5.237
"15505","El Salvador",1980,38.71,5.1
"15506","El Salvador",1990,50.96,3.964
"15507","El Salvador",1991,49.69,3.889
"15508","El Salvador",1992,40.46,3.815
"15509","El Salvador",1993,42.2,3.74
"15510","El Salvador",1994,43.59,3.662
"15511","El Salvador",1995,41.76,3.577
"15512","El Salvador",1996,40.58,3.482
"15513","El Salvador",1997,40.77,3.377
"15514","El Salvador",1998,44.69,3.263
"15515","El Salvador",1999,44.5,3.144
"15516","El Salvador",2000,44.3,3.022
"15517","El Salvador",2001,44.5,2.903
"15518","El Salvador",2002,43.93,2.792
"15519","El Salvador",2003,45.82,2.691
"15520","El Salvador",2004,44.14,2.604
"15521","El Salvador",2005,44.7,2.529
"15522","El Salvador",2006,45.83,2.465
"15523","El Salvador",2007,45.86,2.41
"15524","El Salvador",2008,47.28,2.358
"15525","El Salvador",2009,47.59,2.31
"15526","El Salvador",2010,46.79,2.265
"15527","El Salvador",2011,46.57,2.224
"15528","El Salvador",2012,47.38,2.187
"15529","El Salvador",2013,48.61,2.154
"15530","El Salvador",2014,47.02,2.126
"15531","El Salvador",2015,45.98,2.101
"15532","El Salvador",2016,46.53,2.079
"15533","El Salvador",2017,45.74,2.059
"15534","El Salvador",2018,45.49,2.039
"15535","El Salvador",2019,46.31,2.021
"15759","Equatorial Guinea",1983,42.4,5.903
"15760","Equatorial Guinea",1994,73.5,5.978
